Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN10,OUT046,1166.591796875
FDG44,OUT017,1299.451171875
FDQ10,OUT046,3322.818359375
DRH13,OUT049,1335.197265625
FDT52,OUT013,3447.326171875
FDM56,OUT045,928.568359375
NCO43,OUT010,22.865234375
NCV29,OUT035,2860.470703125
NCF06,OUT013,2891.169921875
FDO50,OUT035,1662.388671875
FDT59,OUT013,3627.302734375
FDX40,OUT027,2464.205078125
FDE50,OUT017,3167.529296875
FDX51,OUT017,2968.345703125
NCD30,OUT018,611.013671875
FDK15,OUT013,2126.513671875
FDL12,OUT045,1016.552734375
FDK46,OUT017,3470.267578125
DRH49,OUT010,0.0
FDQ57,OUT046,2208.056640625
FDY59,OUT017,1039.759765625
FDO09,OUT018,3890.505859375
NCG30,OUT035,2072.080078125
FDM09,OUT017,2044.451171875
NCN17,OUT027,2746.908203125
NCS42,OUT013,1858.158203125
FDD02,OUT019,446.673828125
FDE34,OUT013,3313.791015625
FDU38,OUT045,3529.060546875
FDB33,OUT046,3226.423828125
NCJ29,OUT017,1106.314453125
FDZ27,OUT035,975.849609375
FDI40,OUT013,1674.986328125
FDG22,OUT013,235.580078125
FDT51,OUT017,1715.236328125
FDF20,OUT018,3072.623046875
FDV50,OUT035,1966.892578125
FDT02,OUT049,478.498046875
DRC49,OUT017,2409.763671875
FDF26,OUT049,2308.681640625
FDV52,OUT035,2282.802734375
FDX59,OUT049,438.408203125
FDV25,OUT035,4997.326171875
FDW23,OUT027,2255.318359375
FDE53,OUT018,996.158203125
FDA19,OUT017,2262.248046875
FDH22,OUT046,1910.771484375
NCO41,OUT013,1867.873046875
FDX12,OUT017,4127.119140625
FDF17,OUT013,3192.369140625
FDS11,OUT045,3797.689453125
FDR51,OUT035,2638.216796875
FDT49,OUT010,0.0
FDC56,OUT013,2271.501953125
FDR13,OUT027,2693.302734375
FDQ60,OUT035,2184.404296875
FDN38,OUT049,4267.798828125
NCL29,OUT013,2280.669921875
FDO13,OUT027,3560.439453125
FDE26,OUT018,2058.193359375
FDA31,OUT010,402.634765625
FDX14,OUT035,1465.880859375
FDA34,OUT045,3680.287109375
FDF26,OUT013,2253.544921875
FDE38,OUT045,2869.607421875
DRI11,OUT046,1750.408203125
FDQ60,OUT027,3467.724609375
FDL21,OUT027,2341.451171875
DRC12,OUT027,3589.240234375
FDC47,OUT046,4549.876953125
FDE57,OUT045,2608.228515625
FDT14,OUT045,2261.767578125
NCZ53,OUT046,3144.060546875
FDE28,OUT018,3316.974609375
FDR19,OUT035,2999.388671875
NCF54,OUT019,910.697265625
FDZ08,OUT046,1004.763671875
NCJ05,OUT018,1825.033203125
FDF59,OUT046,1332.951171875
NCO05,OUT035,1966.740234375
FDW24,OUT018,642.173828125
NCX42,OUT018,2374.412109375
NCA53,OUT035,1215.431640625
FDI45,OUT019,1035.072265625
FDG46,OUT046,2528.400390625
FDM20,OUT010,2749.365234375
FDW11,OUT010,0.0
FDX08,OUT035,2570.017578125
NCK17,OUT035,857.673828125
FDK32,OUT018,2834.330078125
NCA42,OUT035,3054.763671875
DRI01,OUT035,3356.666015625
NCL55,OUT049,3832.712890625
DRE25,OUT018,828.919921875
FDD14,OUT017,2873.228515625
FDB10,OUT046,2224.251953125
DRN11,OUT035,2408.458984375
FDP38,OUT018,496.130859375
NCA30,OUT017,2785.181640625
FDT15,OUT017,2712.236328125
NCP55,OUT018,905.857421875
FDF12,OUT035,2389.462890625
FDM21,OUT018,4108.431640625
FDX56,OUT035,4501.494140625
FDF10,OUT017,2178.017578125
FDT32,OUT045,2822.767578125
FDM51,OUT018,1490.697265625
NCR50,OUT018,3422.833984375
FDI19,OUT049,4062.732421875
FDX21,OUT017,1668.865234375
FDR31,OUT035,2760.947265625
FDY02,OUT013,3649.201171875
NCA29,OUT045,2913.318359375
NCX17,OUT046,3414.294921875
FDM12,OUT045,1692.150390625
FDI53,OUT027,3147.904296875
NCU30,OUT049,2819.75390625
FDC56,OUT027,3680.865234375
FDK27,OUT018,1451.912109375
NCK18,OUT017,2998.931640625
FDB52,OUT019,839.318359375
DRG25,OUT027,5913.658203125
FDZ13,OUT049,843.357421875
FDB57,OUT019,1863.447265625
FDR40,OUT046,1116.740234375
NCO14,OUT019,0.0
NCN19,OUT045,2591.537109375
FDQ28,OUT019,956.013671875
FDO13,OUT018,1835.294921875
FDK48,OUT013,1426.919921875
FDU07,OUT018,1984.857421875
FDW20,OUT046,2053.251953125
FDV12,OUT010,321.994140625
FDH24,OUT013,2468.248046875
FDV59,OUT049,4078.279296875
FDK57,OUT045,2934.271484375
FDL16,OUT027,2451.236328125
NCQ17,OUT046,2504.365234375
FDJ15,OUT018,3876.771484375
FDX24,OUT049,1566.681640625
FDT47,OUT046,1753.650390625
FDT10,OUT049,996.228515625
FDZ37,OUT018,473.314453125
FDW43,OUT027,5083.400390625
DRN36,OUT017,1522.287109375
FDJ14,OUT045,1288.580078125
FDA32,OUT013,3060.818359375
FDJ38,OUT019,1891.912109375
FDQ57,OUT017,2334.193359375
NCQ41,OUT019,785.505859375
FDG56,OUT049,1323.146484375
DRC13,OUT027,3087.669921875
FDV55,OUT035,2406.701171875
FDQ49,OUT045,1581.537109375
FDE29,OUT010,0.0
FDR03,OUT013,4130.369140625
FDD45,OUT049,1657.990234375
FDN38,OUT010,2233.462890625
FDT56,OUT046,971.951171875
FDT48,OUT045,2783.154296875
FDU03,OUT049,2462.353515625
FDC56,OUT010,284.783203125
NCO43,OUT027,3399.998046875
FDQ27,OUT017,2234.802734375
FDR03,OUT046,4093.783203125
DRH23,OUT010,0.0
FDG22,OUT045,145.857421875
NCJ42,OUT013,1834.552734375
FDR24,OUT046,1117.201171875
FDW60,OUT035,2862.408203125
FDJ08,OUT013,3345.626953125
DRL59,OUT018,1278.326171875
FDG60,OUT010,2310.705078125
FDW27,OUT017,2257.986328125
FDX14,OUT018,1023.912109375
FDC20,OUT013,859.029296875
NCS29,OUT018,3259.533203125
FDJ56,OUT046,1664.763671875
FDB20,OUT019,0.0
FDL28,OUT027,3530.462890625
FDW01,OUT018,1185.630859375
FDL03,OUT046,2538.517578125
FDX22,OUT049,3688.384765625
FDJ21,OUT035,3571.416015625
FDR31,OUT045,2545.119140625
FDG21,OUT035,3241.513671875
FDS22,OUT027,1904.189453125
FDK08,OUT035,1669.900390625
FDE17,OUT018,2401.990234375
NCN30,OUT017,1208.826171875
FDT50,OUT046,1088.650390625
NCX42,OUT049,2745.361328125
FDJ12,OUT035,3697.525390625
NCA18,OUT027,2975.232421875
FDP23,OUT019,1512.947265625
FDX12,OUT013,4054.666015625
FDN40,OUT018,2131.564453125
FDV48,OUT035,1558.521484375
NCY54,OUT013,2930.279296875
FDL16,OUT010,0.0
FDR45,OUT018,5352.552734375
FDJ52,OUT046,2113.056640625
DRG01,OUT017,1390.701171875
FDP52,OUT013,4289.099609375
FDU58,OUT017,2753.697265625
FDL02,OUT045,2082.404296875
FDG28,OUT013,2548.255859375
FDA19,OUT035,2306.154296875
FDW46,OUT027,2752.748046875
NCD43,OUT049,1544.947265625
DRG39,OUT013,1079.935546875
NCF55,OUT049,907.794921875
FDJ07,OUT046,1589.818359375
FDE08,OUT046,2771.365234375
FDP56,OUT019,0.0
FDT45,OUT045,888.771484375
FDF17,OUT018,2876.572265625
FDX44,OUT046,1153.154296875
FDM28,OUT027,3716.111328125
FDI36,OUT049,3195.830078125
FDS07,OUT045,1457.091796875
FDD36,OUT045,1624.505859375
FDW11,OUT046,649.306640625
FDN40,OUT049,2502.544921875
NCQ18,OUT049,1773.029296875
NCQ54,OUT017,3752.005859375
NCS42,OUT045,1768.396484375
DRH39,OUT010,0.0
FDC09,OUT027,2753.587890625
FDT08,OUT010,364.361328125
FDC08,OUT035,3185.951171875
FDT20,OUT017,648.599609375
FDS35,OUT035,1091.619140625
FDX58,OUT018,3215.294921875
FDW58,OUT046,1600.419921875
DRD27,OUT046,1616.693359375
FDH32,OUT019,45.751953125
FDS26,OUT035,4765.236328125
FDQ31,OUT046,1133.794921875
FDP11,OUT018,2488.216796875
FDD58,OUT017,1753.146484375
FDM33,OUT045,3880.443359375
FDZ16,OUT049,3963.064453125
NCS29,OUT010,1601.853515625
NCM18,OUT019,0.0
FDP11,OUT049,2859.197265625
NCC42,OUT017,2065.962890625
DRM23,OUT046,2858.306640625
NCN55,OUT027,5903.775390625
FDK46,OUT013,3388.095703125
FDR01,OUT046,3111.013671875
NCA05,OUT045,1575.001953125
NCP43,OUT017,2684.978515625
FDR12,OUT010,149.685546875
FDQ01,OUT013,3598.439453125
FDM13,OUT046,1274.466796875
FDQ19,OUT017,4907.498046875
FDK56,OUT019,1038.337890625
NCX06,OUT010,1091.501953125
FDO56,OUT027,3156.376953125
FDU45,OUT045,2052.333984375
FDI16,OUT019,0.0
FDL32,OUT046,1632.638671875
FDA07,OUT046,2003.052734375
FDA14,OUT045,1862.896484375
FDV46,OUT027,3743.544921875
NCO07,OUT035,3073.427734375
NCP41,OUT046,1876.150390625
FDY60,OUT018,2188.400390625
FDN38,OUT017,4294.771484375
FDO15,OUT046,1265.693359375
FDT60,OUT013,2190.666015625
FDA55,OUT035,3800.697265625
FDE02,OUT010,0.0
DRJ39,OUT049,4143.791015625
FDV34,OUT035,1430.345703125
FDS20,OUT027,4316.318359375
FDF02,OUT027,3120.146484375
FDW40,OUT017,2984.380859375
NCB43,OUT046,3656.013671875
FDR58,OUT017,1673.736328125
DRJ59,OUT035,697.884765625
NCD30,OUT017,1009.048828125
FDE14,OUT017,2004.619140625
FDC28,OUT018,1172.544921875
FDU16,OUT018,1030.568359375
NCD19,OUT035,1101.541015625
FDU21,OUT046,471.826171875
FDV59,OUT027,5432.396484375
FDU03,OUT045,2352.017578125
FDC33,OUT010,1467.501953125
NCR42,OUT035,894.771484375
DRH59,OUT035,1403.162109375
NCM31,OUT035,2443.818359375
FDS50,OUT035,3392.708984375
FDP39,OUT046,1110.025390625
FDQ55,OUT013,2078.814453125
FDV36,OUT019,661.822265625
FDI05,OUT027,2904.748046875
FDS45,OUT027,3806.044921875
FDA39,OUT045,652.173828125
FDC37,OUT010,514.220703125
FDJ60,OUT027,3917.654296875
DRQ35,OUT046,2386.267578125
NCJ06,OUT046,1793.970703125
NCY42,OUT018,2313.705078125
DRM37,OUT049,4378.083984375
FDR14,OUT045,559.849609375
FDE51,OUT049,903.900390625
FDT33,OUT017,2468.654296875
FDR08,OUT013,1648.775390625
FDE36,OUT010,1832.501953125
FDL22,OUT019,0.0
FDR44,OUT013,1733.064453125
FDI56,OUT019,0.0
FDE47,OUT010,0.0
FDV27,OUT010,0.0
FDV10,OUT049,1103.216796875
FDC40,OUT045,1229.474609375
NCX41,OUT013,3071.673828125
NCQ38,OUT027,3011.119140625
FDV12,OUT027,3702.591796875
FDE52,OUT017,2126.412109375
FDG20,OUT027,3188.998046875
FDV16,OUT027,2182.224609375
FDI32,OUT017,2414.212890625
FDJ32,OUT049,475.080078125
FDN39,OUT018,2233.521484375
FDY34,OUT017,3103.771484375
FDC14,OUT035,1021.033203125
FDA55,OUT017,3756.791015625
FDZ50,OUT010,2776.337890625
DRG13,OUT049,3577.197265625
FDP01,OUT013,1909.583984375
NCG54,OUT017,3603.962890625
FDM13,OUT045,1218.037109375
NCO18,OUT027,4520.990234375
NCW41,OUT013,2747.740234375
FDM52,OUT027,4159.263671875
NCF55,OUT035,978.728515625
FDT09,OUT046,2218.263671875
NCM19,OUT035,2589.193359375
FDW12,OUT018,1765.466796875
FDP15,OUT019,3582.435546875
FDK36,OUT045,410.001953125
FDZ25,OUT035,3138.177734375
NCW06,OUT049,2678.154296875
FDW60,OUT046,2702.998046875
DRC49,OUT013,2327.603515625
NCT17,OUT035,3507.751953125
NCN06,OUT018,2503.255859375
FDC45,OUT013,1809.119140625
DRJ47,OUT019,1018.677734375
NCF06,OUT045,2801.490234375
FDE21,OUT010,0.0
DRG27,OUT013,975.955078125
FDW40,OUT049,2957.416015625
NCO53,OUT046,3271.798828125
FDE23,OUT049,982.873046875
FDQ16,OUT046,2224.861328125
FDS26,OUT045,4549.439453125
FDZ13,OUT010,0.0
FDS14,OUT049,1867.080078125
FDC10,OUT045,1069.587890625
FDY16,OUT049,3575.673828125
FDJ20,OUT035,1954.623046875
FDV43,OUT035,294.568359375
FDZ32,OUT027,2906.685546875
FDR23,OUT046,3351.857421875
FDN24,OUT035,1233.732421875
FDE34,OUT027,4723.134765625
FDU31,OUT013,2969.958984375
FDW33,OUT018,1251.162109375
FDU26,OUT046,1332.388671875
FDE20,OUT027,4758.630859375
NCW05,OUT035,3359.416015625
FDB22,OUT018,2037.505859375
FDO56,OUT046,1713.837890625
FDA19,OUT027,3589.349609375
DRI39,OUT045,1325.025390625
FDH52,OUT018,734.779296875
FDZ50,OUT035,4878.357421875
NCN42,OUT035,2844.576171875
FDB53,OUT013,3203.080078125
DRG11,OUT017,2090.912109375
DRK11,OUT027,3379.787109375
FDQ60,OUT017,2140.369140625
FDT36,OUT017,867.470703125
DRG25,OUT018,4188.701171875
DRJ23,OUT046,2950.720703125
FDG05,OUT035,2090.193359375
NCK06,OUT018,1119.818359375
FDU52,OUT017,2072.412109375
FDW07,OUT018,929.060546875
NCM17,OUT045,779.244140625
FDA22,OUT045,3298.509765625
NCA41,OUT018,2965.509765625
FDF38,OUT035,528.697265625
FDH52,OUT046,1017.263671875
FDY58,OUT019,2252.861328125
FDZ16,OUT045,3818.193359375
NCM18,OUT017,1460.865234375
FDA22,OUT018,3072.400390625
NCJ43,OUT035,2301.908203125
FDI34,OUT027,5278.130859375
FDG56,OUT046,1234.708984375
FDS34,OUT046,1448.833984375
DRC01,OUT035,812.642578125
FDQ04,OUT035,1671.951171875
FDK04,OUT035,990.607421875
FDT51,OUT049,1688.119140625
FDV26,OUT017,3735.626953125
FDS04,OUT049,2632.642578125
FDW43,OUT018,3358.408203125
FDQ28,OUT010,907.947265625
NCK06,OUT017,1517.865234375
FDS23,OUT018,1869.583984375
FDZ36,OUT019,1645.619140625
FDE56,OUT018,1052.208984375
FDW10,OUT027,5381.111328125
NCN14,OUT045,2269.978515625
NCQ18,OUT045,1628.154296875
FDW08,OUT017,1262.548828125
FDU43,OUT035,2270.908203125
FDR33,OUT010,90.595703125
FDM24,OUT010,0.0
NCZ05,OUT046,1253.392578125
NCV41,OUT035,1779.947265625
FDV11,OUT018,1855.099609375
NCY05,OUT035,511.775390625
FDV44,OUT018,2072.751953125
FDW32,OUT049,1615.775390625
NCU18,OUT027,3846.615234375
NCC43,OUT035,2864.220703125
FDW19,OUT013,1943.044921875
FDN31,OUT035,2467.552734375
FDI48,OUT045,544.220703125
FDS24,OUT017,1231.982421875
FDF46,OUT049,1991.205078125
DRG23,OUT017,1677.115234375
FDG14,OUT018,3518.025390625
NCY30,OUT049,2997.322265625
FDO28,OUT018,863.205078125
DRD24,OUT035,2200.708984375
FDI33,OUT049,2207.732421875
FDN32,OUT046,3307.517578125
FDR16,OUT045,4657.146484375
FDF26,OUT046,2220.220703125
NCN29,OUT018,758.388671875
FDE20,OUT045,3259.767578125
FDA46,OUT046,3526.345703125
FDU28,OUT045,2065.662109375
FDQ48,OUT045,1085.369140625
FDV36,OUT013,2585.158203125
FDR14,OUT018,333.642578125
FDP23,OUT017,3511.302734375
FDP56,OUT013,737.458984375
FDK48,OUT010,0.0
FDR48,OUT046,1904.255859375
NCY29,OUT049,898.529296875
FDM22,OUT018,805.123046875
DRJ01,OUT013,1463.947265625
FDZ43,OUT045,4423.138671875
FDV03,OUT035,2929.416015625
FDX11,OUT027,4572.591796875
NCA41,OUT027,4690.560546875
FDE38,OUT017,3041.521484375
FDI27,OUT018,5.990234375
FDN32,OUT013,3340.849609375
NCN43,OUT017,2273.669921875
FDB47,OUT027,3681.451171875
FDV03,OUT017,2885.50390625
NCN30,OUT045,1036.83984375
NCV54,OUT010,0.0
FDV07,OUT013,1736.708984375
FDP07,OUT049,2671.033203125
FDK48,OUT018,1096.998046875
FDM15,OUT019,521.849609375
FDY19,OUT027,3942.205078125
FDK46,OUT046,3354.755859375
FDY11,OUT045,941.419921875
FDH09,OUT046,323.416015625
FDO08,OUT027,3524.904296875
FDU14,OUT013,4205.142578125
FDD22,OUT027,4895.248046875
FDM27,OUT017,2640.939453125
FDL02,OUT027,3581.525390625
NCA17,OUT035,2895.634765625
FDE38,OUT019,1040.677734375
NCG07,OUT049,2964.982421875
DRC27,OUT013,3095.634765625
FDA27,OUT035,3252.083984375
FDW40,OUT045,2812.556640625
DRI11,OUT013,1783.697265625
FDN50,OUT046,857.662109375
FDR12,OUT046,2080.259765625
FDT34,OUT027,3072.818359375
FDW11,OUT035,808.677734375
NCO30,OUT027,4026.138671875
FDZ34,OUT017,4868.845703125
FDU45,OUT017,2224.271484375
NCD42,OUT035,619.294921875
FDX25,OUT045,2640.673828125
NCR29,OUT046,787.818359375
FDX43,OUT019,158.552734375
FDB04,OUT010,0.0
FDR49,OUT027,2474.615234375
FDS39,OUT018,2416.650390625
FDW58,OUT045,1541.197265625
FDG22,OUT019,0.0
FDG31,OUT017,1282.287109375
NCV53,OUT027,6559.568359375
DRJ37,OUT035,2574.837890625
FDV07,OUT035,1862.783203125
FDW52,OUT018,2997.650390625
FDT15,OUT045,2540.306640625
FDD02,OUT018,2051.103515625
FDM16,OUT035,1767.611328125
NCE55,OUT046,3557.576171875
FDB57,OUT018,3459.060546875
FDQ04,OUT013,1545.849609375
FDQ47,OUT019,0.0
FDY14,OUT019,3125.373046875
DRK37,OUT017,4160.615234375
FDO25,OUT017,3492.298828125
FDL57,OUT046,4802.626953125
NCK29,OUT018,1857.279296875
FDK46,OUT027,4816.611328125
NCB43,OUT010,1708.099609375
DRE01,OUT027,5333.294921875
FDC46,OUT018,3527.412109375
FDQ23,OUT045,1691.818359375
FDX38,OUT049,1295.712890625
FDG60,OUT018,3966.095703125
FDW55,OUT017,4256.216796875
FDP39,OUT013,1143.380859375
FDB20,OUT018,817.841796875
FDV21,OUT017,2279.525390625
FDZ02,OUT013,728.154296875
FDP19,OUT027,3777.982421875
FDA38,OUT035,2592.330078125
FDH22,OUT045,1854.287109375
DRM11,OUT045,3757.900390625
FDO12,OUT027,4576.080078125
FDT14,OUT049,2406.642578125
FDW34,OUT010,1946.919921875
FDG04,OUT027,4200.994140625
FDW59,OUT018,1130.154296875
FDR33,OUT018,1737.474609375
FDP32,OUT013,1851.294921875
FDL13,OUT027,4766.720703125
FDD22,OUT013,3485.908203125
FDV40,OUT027,2239.060546875
NCD55,OUT046,511.087890625
FDQ20,OUT010,0.0
FDD28,OUT045,552.240234375
FDC39,OUT045,3453.521484375
NCR17,OUT049,2247.384765625
DRO35,OUT018,2287.060546875
FDF40,OUT049,4050.689453125
FDR31,OUT018,2319.048828125
NCQ41,OUT017,2773.845703125
FDP38,OUT046,778.642578125
NCU54,OUT027,5452.626953125
FDG22,OUT018,0.0
DRK59,OUT013,2388.001953125
FDC37,OUT046,2445.162109375
NCO42,OUT013,2364.677734375
NCT42,OUT017,1829.060546875
FDX27,OUT035,1797.263671875
FDV40,OUT018,508.552734375
FDT45,OUT027,2387.771484375
FDS47,OUT019,0.0
FDR45,OUT035,5794.439453125
FDB03,OUT045,3597.275390625
FDO49,OUT035,1056.771484375
FDU60,OUT027,5211.025390625
FDB26,OUT018,269.427734375
FDB46,OUT017,3737.478515625
FDQ37,OUT019,3007.634765625
FDN03,OUT017,3259.435546875
NCX30,OUT045,3960.255859375
FDK32,OUT019,1230.232421875
DRM47,OUT013,3106.970703125
NCO02,OUT046,1036.240234375
FDP04,OUT013,779.259765625
NCO43,OUT049,2045.841796875
FDD59,OUT013,1209.517578125
FDQ10,OUT017,3438.361328125
FDW45,OUT035,2586.416015625
NCK30,OUT049,3650.916015625
FDU31,OUT018,2654.208984375
NCQ17,OUT019,598.580078125
FDN01,OUT017,2555.884765625
FDZ19,OUT049,2615.806640625
DRG37,OUT017,2039.181640625
FDE32,OUT045,255.490234375
FDO34,OUT049,3302.447265625
FDM04,OUT019,0.0
FDZ25,OUT049,3067.263671875
FDU08,OUT049,1312.783203125
NCW30,OUT045,3432.201171875
NCM18,OUT013,1378.763671875
FDS22,OUT035,621.048828125
NCH18,OUT017,3637.130859375
FDC23,OUT013,3515.876953125
FDY46,OUT013,3413.341796875
NCU06,OUT046,3500.173828125
FDX57,OUT045,1713.646484375
FDX36,OUT027,5362.759765625
FDL16,OUT045,951.919921875
FDT16,OUT010,3241.560546875
FDN16,OUT018,1373.787109375
FDC03,OUT046,3119.666015625
DRF60,OUT013,4710.130859375
FDS27,OUT027,3513.826171875
FDP33,OUT010,2621.486328125
FDJ36,OUT018,1176.021484375
NCR42,OUT013,768.736328125
FDV14,OUT017,988.529296875
NCP42,OUT035,3196.865234375
FDB50,OUT027,2934.279296875
NCC30,OUT027,3627.958984375
FDA23,OUT018,1333.779296875
FDW16,OUT017,1952.509765625
FDQ52,OUT010,2878.712890625
FDB58,OUT049,2670.712890625
NCP29,OUT049,948.181640625
NCM05,OUT045,4573.025390625
FDO25,OUT013,3410.291015625
NCM54,OUT046,2440.650390625
NCL54,OUT046,2974.322265625
FDL39,OUT010,177.541015625
FDF53,OUT018,3210.654296875
NCQ42,OUT035,2378.478515625
FDF58,OUT013,1162.068359375
FDZ04,OUT035,1273.548828125
FDE26,OUT019,442.876953125
FDS60,OUT017,2474.955078125
FDV58,OUT017,2512.072265625
FDM04,OUT045,813.173828125
FDE08,OUT035,2930.798828125
NCB43,OUT049,3744.427734375
FDU11,OUT010,0.0
FDF22,OUT019,1578.638671875
FDE24,OUT013,1790.224609375
DRJ49,OUT046,1968.396484375
NCQ53,OUT035,4897.716796875
NCL41,OUT013,668.654296875
FDR22,OUT013,2390.908203125
FDH04,OUT035,1801.896484375
DRH15,OUT045,1284.337890625
FDY40,OUT049,1226.724609375
NCI17,OUT035,1607.939453125
NCC18,OUT013,2404.431640625
FDY28,OUT027,5167.638671875
FDB45,OUT027,3028.728515625
NCL30,OUT018,2362.974609375
FDM10,OUT017,2731.244140625
FDH22,OUT027,3353.494140625
NCZ53,OUT017,3259.615234375
NCI18,OUT013,2507.767578125
FDH14,OUT027,3588.177734375
FDR36,OUT027,2395.470703125
FDW01,OUT045,1411.755859375
FDK02,OUT027,3549.916015625
FDJ02,OUT018,1494.498046875
FDU55,OUT013,5657.751953125
NCV18,OUT027,4220.974609375
FDH14,OUT018,1863.130859375
FDZ37,OUT045,699.380859375
FDX49,OUT049,4083.791015625
NCD43,OUT046,1456.466796875
FDZ07,OUT013,1306.423828125
FDK43,OUT035,2387.287109375
FDR32,OUT018,3463.376953125
FDT39,OUT013,2533.126953125
NCV54,OUT017,1718.892578125
FDF38,OUT018,86.826171875
FDV60,OUT046,2941.412109375
FDH44,OUT027,3601.228515625
FDS21,OUT046,1263.982421875
NCL41,OUT045,578.939453125
FDM46,OUT017,1559.419921875
FDU27,OUT045,901.853515625
NCJ54,OUT017,4633.037109375
DRG51,OUT018,2112.267578125
NCA29,OUT019,1078.962890625
FDR47,OUT045,2935.767578125
NCL19,OUT027,3659.306640625
DRG01,OUT049,1380.556640625
FDG10,OUT046,881.162109375
NCV05,OUT049,2027.716796875
NCH18,OUT019,1636.255859375
FDV14,OUT018,590.498046875
DRJ23,OUT035,3110.107421875
DRJ11,OUT046,3177.681640625
FDZ03,OUT017,3344.595703125
FDI27,OUT010,0.0
FDJ14,OUT018,1062.451171875
FDU32,OUT017,2199.642578125
FDD47,OUT027,4941.779296875
DRF36,OUT035,4772.626953125
FDM21,OUT046,4390.943359375
FDV10,OUT018,732.224609375
FDH60,OUT018,2868.029296875
FDX47,OUT010,494.896484375
FDT19,OUT019,1407.259765625
FDO11,OUT045,4401.041015625
FDH24,OUT027,3877.474609375
FDL02,OUT018,1856.228515625
FDB02,OUT049,3463.787109375
FDA43,OUT046,2545.017578125
FDG52,OUT045,427.119140625
DRC12,OUT013,2180.025390625
FDY37,OUT018,2321.919921875
NCU18,OUT045,2347.634765625
FDU09,OUT035,1522.951171875
DRJ25,OUT027,2498.974609375
DRE12,OUT018,981.966796875
DRL47,OUT017,1144.958984375
DRK01,OUT046,1413.224609375
FDC22,OUT019,940.916015625
FDG44,OUT013,1217.404296875
FDW04,OUT035,2503.185546875
FDK09,OUT049,3458.576171875
NCN43,OUT035,2317.451171875
FDG04,OUT049,2846.978515625
FDH32,OUT010,0.0
DRI47,OUT017,2714.146484375
DRE15,OUT013,1292.005859375
FDY11,OUT035,1157.177734375
FDO60,OUT049,707.189453125
FDQ20,OUT018,109.630859375
FDO57,OUT027,4046.384765625
FDT14,OUT019,409.388671875
FDA57,OUT049,627.162109375
DRN35,OUT017,1110.248046875
FDJ03,OUT046,1214.353515625
FDX28,OUT017,1875.494140625
DRE25,OUT045,1055.087890625
FDR09,OUT046,3335.646484375
FDB23,OUT035,3798.666015625
FDO08,OUT045,2025.923828125
FDQ23,OUT049,1836.708984375
FDW04,OUT013,2377.111328125
DRK13,OUT010,1518.900390625
NCL17,OUT027,4151.669921875
FDY21,OUT035,3684.318359375
FDJ38,OUT027,5233.658203125
FDA37,OUT019,310.630859375
FDV43,OUT013,168.474609375
FDL36,OUT046,1362.818359375
FDD53,OUT045,822.646484375
FDZ19,OUT010,581.091796875
FDV21,OUT045,2107.775390625
NCL54,OUT018,2691.876953125
DRI47,OUT027,4041.123046875
DRG03,OUT049,3005.916015625
FDG21,OUT013,3115.486328125
FDW03,OUT018,1711.705078125
NCI55,OUT046,2493.365234375
DRC36,OUT019,772.794921875
FDH22,OUT017,2026.068359375
FDV20,OUT045,2163.935546875
NCU41,OUT027,5289.595703125
FDN46,OUT027,3491.806640625
FDK50,OUT045,3008.517578125
NCA05,OUT027,3073.962890625
DRH01,OUT018,2369.044921875
FDT08,OUT018,2016.923828125
FDM08,OUT018,3138.404296875
FDZ07,OUT035,1432.498046875
FDS22,OUT017,577.185546875
FDV35,OUT027,4554.103515625
FDI28,OUT010,0.0
FDW58,OUT027,3040.056640625
FDT52,OUT045,3357.603515625
FDY34,OUT046,2988.220703125
FDR10,OUT046,2287.412109375
FDK57,OUT017,3106.134765625
FDR02,OUT027,3575.048828125
FDX49,OUT046,3995.365234375
FDQ20,OUT046,392.130859375
DRK23,OUT045,5129.076171875
NCW06,OUT046,2589.724609375
FDR31,OUT017,2717.052734375
NCE43,OUT013,2977.255859375
DRO59,OUT027,2921.208984375
FDN09,OUT049,3156.974609375
FDR11,OUT046,2471.083984375
FDO57,OUT013,2637.021484375
NCX18,OUT017,3083.560546875
FDB05,OUT018,2904.525390625
FDQ08,OUT018,907.701171875
NCG43,OUT035,1664.646484375
FDJ56,OUT013,1698.107421875
FDA13,OUT010,0.0
FDO56,OUT017,1829.345703125
FDB37,OUT018,4524.978515625
FDZ02,OUT018,412.341796875
FDQ24,OUT046,4342.853515625
FDM16,OUT013,1641.537109375
FDU35,OUT049,2085.173828125
FDT35,OUT035,1889.001953125
NCX30,OUT049,4105.119140625
FDG04,OUT017,2874.111328125
FDI12,OUT035,1265.134765625
FDE35,OUT035,1003.048828125
NCP14,OUT027,3926.326171875
NCY53,OUT045,1825.064453125
FDP49,OUT017,988.494140625
FDQ04,OUT017,1627.962890625
FDM39,OUT035,4122.998046875
FDO58,OUT019,452.361328125
FDC56,OUT017,2353.533203125
NCQ54,OUT046,3636.416015625
FDV10,OUT027,2457.380859375
NCK17,OUT046,698.298828125
NCF55,OUT027,2261.857421875
FDV33,OUT013,3324.990234375
NCH29,OUT019,0.0
FDA37,OUT027,3641.587890625
FDH46,OUT018,1112.498046875
FDS25,OUT035,2236.646484375
FDH04,OUT027,3085.044921875
FDX52,OUT046,3015.67578125
NCD42,OUT017,575.49609375
FDW47,OUT017,2183.126953125
